customer_id,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12
1009862,24.0,17.0,6.0,5.0,41.0,49.0,54.0,45.0,1.0,39.0,53.0,43.0
1009928,5.0,4.0,1.0,1.0,9.0,25.0,10.0,25.0,0.0,21.0,18.0,15.0
1010219,5.0,10.0,1.0,1.0,8.0,15.0,4.0,11.0,11.0,8.0,4.0,6.0
1010274,4.0,16.0,1.0,0.0,12.0,22.0,8.0,9.0,-0.0,11.0,29.0,8.0
1010468,7.0,7.0,2.0,1.0,14.0,17.0,9.0,10.0,0.0,10.0,10.0,13.0
1010494,9.0,5.0,2.0,1.0,17.0,16.0,10.0,12.0,-0.0,13.0,11.0,14.0
1010878,4.0,4.0,1.0,1.0,11.0,15.0,4.0,6.0,-0.0,8.0,12.0,8.0
1010899,2.0,2.0,1.0,1.0,13.0,16.0,5.0,5.0,0.0,7.0,9.0,10.0
1010956,69.0,34.0,4.0,64.0,30.0,79.0,76.0,88.0,2.0,71.0,88.0,74.0
1011181,24.0,31.0,2.0,3.0,84.0,48.0,28.0,46.0,109.0,32.0,38.0,47.0
1011222,9.0,4.0,1.0,0.0,15.0,17.0,10.0,25.0,-0.0,7.0,10.0,13.0
1011968,8.0,5.0,3.0,1.0,29.0,30.0,22.0,18.0,0.0,24.0,20.0,23.0
1012007,12.0,11.0,3.0,2.0,31.0,29.0,18.0,31.0,2.0,18.0,20.0,26.0
1012192,84.0,45.0,35.0,1.0,65.0,94.0,76.0,68.0,0.0,94.0,89.0,76.0
1012232,13.0,12.0,3.0,12.0,14.0,23.0,14.0,20.0,3.0,16.0,11.0,26.0
1012252,17.0,9.0,31.0,2.0,50.0,61.0,79.0,79.0,0.0,40.0,12.0,74.0
1012310,8.0,-2.0,80.0,-0.0,5.0,44.0,8.0,14.0,0.0,58.0,19.0,11.0
1012344,9.0,15.0,1.0,31.0,36.0,42.0,20.0,37.0,2.0,31.0,21.0,35.0
1012368,3.0,6.0,1.0,1.0,20.0,21.0,22.0,24.0,37.0,7.0,8.0,19.0
1012615,24.0,22.0,28.0,2.0,17.0,31.0,26.0,59.0,1.0,25.0,39.0,26.0
1012968,8.0,14.0,1.0,2.0,50.0,50.0,43.0,53.0,-0.0,62.0,32.0,47.0
1013032,4.0,4.0,1.0,1.0,11.0,15.0,5.0,7.0,2.0,8.0,13.0,8.0
1013111,10.0,10.0,3.0,1.0,20.0,29.0,10.0,24.0,0.0,29.0,11.0,16.0
1013155,13.0,18.0,4.0,2.0,21.0,30.0,18.0,25.0,1.0,23.0,16.0,31.0
1013164,27.0,30.0,3.0,3.0,20.0,48.0,14.0,49.0,307.0,33.0,64.0,29.0
1013526,7.0,4.0,1.0,1.0,15.0,18.0,7.0,12.0,18.0,15.0,14.0,13.0
1013926,4.0,8.0,1.0,1.0,26.0,25.0,10.0,11.0,1.0,21.0,14.0,14.0
1014064,16.0,9.0,4.0,2.0,37.0,31.0,28.0,32.0,1.0,21.0,16.0,39.0
1014074,10.0,9.0,2.0,1.0,25.0,26.0,15.0,21.0,0.0,16.0,15.0,25.0
1014097,9.0,6.0,0.0,1.0,58.0,25.0,11.0,15.0,0.0,15.0,15.0,20.0
1014263,25.0,10.0,1.0,3.0,39.0,40.0,23.0,30.0,0.0,41.0,22.0,42.0
1014272,1.0,48.0,0.0,-0.0,45.0,44.0,32.0,27.0,186.0,27.0,66.0,38.0
1014291,11.0,16.0,5.0,2.0,21.0,39.0,19.0,43.0,7.0,37.0,17.0,23.0
1014520,14.0,6.0,3.0,-0.0,17.0,25.0,9.0,12.0,-0.0,16.0,13.0,14.0
1014618,8.0,6.0,2.0,2.0,12.0,16.0,7.0,13.0,4.0,11.0,13.0,14.0
1014679,5.0,4.0,1.0,1.0,11.0,15.0,4.0,6.0,3.0,8.0,15.0,8.0
1014701,2.0,5.0,2.0,1.0,40.0,31.0,5.0,7.0,5.0,23.0,38.0,22.0
1014736,29.0,35.0,4.0,2.0,11.0,49.0,25.0,43.0,11.0,33.0,63.0,43.0
1014754,27.0,16.0,4.0,5.0,32.0,52.0,37.0,60.0,12.0,33.0,34.0,40.0
1014863,21.0,7.0,2.0,1.0,28.0,32.0,23.0,18.0,-0.0,31.0,13.0,19.0
1014938,7.0,25.0,3.0,23.0,33.0,34.0,37.0,25.0,2.0,9.0,27.0,24.0
1015017,43.0,25.0,4.0,2.0,28.0,49.0,50.0,75.0,3.0,47.0,34.0,33.0
1015255,7.0,9.0,3.0,2.0,18.0,27.0,14.0,19.0,7.0,16.0,24.0,17.0
1015286,9.0,11.0,3.0,1.0,40.0,75.0,70.0,45.0,-0.0,61.0,25.0,66.0
1015294,4.0,4.0,-1.0,1.0,13.0,19.0,10.0,12.0,2.0,25.0,11.0,9.0
1015492,3.0,3.0,1.0,1.0,6.0,9.0,3.0,4.0,2.0,6.0,8.0,5.0
1015559,7.0,27.0,1.0,43.0,15.0,41.0,73.0,23.0,4.0,12.0,4.0,39.0
1015710,13.0,15.0,3.0,8.0,33.0,40.0,37.0,30.0,1.0,23.0,22.0,28.0
1015855,3.0,4.0,1.0,1.0,7.0,11.0,3.0,4.0,-0.0,5.0,7.0,6.0
1015982,10.0,15.0,3.0,2.0,33.0,31.0,19.0,35.0,-0.0,25.0,15.0,23.0
1016132,12.0,14.0,3.0,2.0,26.0,56.0,66.0,37.0,8.0,37.0,19.0,65.0
1016167,3.0,3.0,1.0,1.0,6.0,11.0,3.0,4.0,1.0,6.0,10.0,6.0
1016376,1.0,2.0,1.0,0.0,6.0,8.0,4.0,3.0,128.0,5.0,34.0,7.0
1016406,6.0,4.0,1.0,1.0,31.0,30.0,27.0,16.0,0.0,19.0,17.0,22.0
1016438,5.0,15.0,8.0,1.0,25.0,36.0,23.0,33.0,25.0,26.0,29.0,24.0
1016582,17.0,12.0,54.0,1.0,76.0,77.0,79.0,23.0,-0.0,59.0,23.0,75.0
1016610,6.0,7.0,0.0,2.0,35.0,34.0,36.0,17.0,0.0,28.0,9.0,29.0
1016655,7.0,27.0,3.0,2.0,17.0,34.0,16.0,36.0,60.0,16.0,33.0,15.0
1016672,15.0,26.0,5.0,1.0,35.0,39.0,12.0,26.0,10.0,23.0,35.0,30.0
1016789,24.0,57.0,1.0,27.0,25.0,35.0,26.0,30.0,0.0,23.0,44.0,29.0
1016838,28.0,25.0,1.0,1.0,39.0,35.0,32.0,31.0,10.0,27.0,9.0,37.0
1016853,7.0,4.0,1.0,2.0,18.0,22.0,10.0,13.0,0.0,15.0,13.0,15.0
1017003,37.0,24.0,1.0,45.0,76.0,63.0,72.0,44.0,1.0,52.0,23.0,66.0
1017113,10.0,5.0,4.0,1.0,14.0,19.0,7.0,12.0,1.0,11.0,18.0,15.0
1017238,21.0,9.0,1.0,0.0,19.0,52.0,70.0,32.0,1.0,66.0,24.0,68.0
1017284,13.0,21.0,4.0,5.0,25.0,29.0,25.0,24.0,2.0,29.0,23.0,32.0
1017342,15.0,6.0,2.0,1.0,23.0,30.0,14.0,16.0,1.0,14.0,16.0,21.0
1017466,12.0,32.0,4.0,3.0,37.0,48.0,63.0,41.0,1.0,32.0,28.0,38.0
1017565,18.0,26.0,5.0,3.0,43.0,40.0,26.0,60.0,1.0,30.0,17.0,38.0
1017599,9.0,10.0,1.0,3.0,19.0,25.0,23.0,32.0,6.0,20.0,22.0,21.0
1017695,4.0,5.0,1.0,2.0,11.0,17.0,6.0,8.0,6.0,8.0,15.0,9.0
1017696,7.0,22.0,1.0,6.0,41.0,35.0,11.0,23.0,4.0,35.0,18.0,17.0
1017719,26.0,72.0,14.0,2.0,61.0,65.0,43.0,51.0,2.0,41.0,27.0,53.0
1017898,69.0,22.0,19.0,4.0,41.0,53.0,35.0,74.0,3.0,35.0,64.0,43.0
1018000,9.0,20.0,1.0,3.0,41.0,38.0,20.0,43.0,4.0,37.0,33.0,34.0
1018051,7.0,26.0,2.0,-0.0,33.0,35.0,14.0,24.0,1.0,28.0,6.0,11.0
1018113,17.0,11.0,4.0,1.0,21.0,26.0,21.0,21.0,3.0,17.0,19.0,19.0
1018161,4.0,4.0,1.0,1.0,14.0,19.0,5.0,7.0,4.0,10.0,18.0,9.0
1018180,-0.0,6.0,3.0,1.0,16.0,28.0,6.0,14.0,44.0,13.0,23.0,17.0
1018204,23.0,7.0,6.0,1.0,37.0,47.0,41.0,31.0,3.0,48.0,38.0,34.0
1018238,26.0,6.0,1.0,0.0,7.0,8.0,2.0,2.0,0.0,4.0,5.0,4.0
1018593,8.0,9.0,2.0,1.0,18.0,16.0,7.0,18.0,0.0,11.0,10.0,15.0
1018769,21.0,15.0,12.0,0.0,20.0,23.0,18.0,22.0,3.0,23.0,19.0,18.0
1018814,1.0,36.0,25.0,22.0,37.0,35.0,3.0,68.0,210.0,26.0,87.0,25.0
1018822,12.0,8.0,2.0,1.0,29.0,33.0,20.0,31.0,12.0,16.0,22.0,32.0
1018853,36.0,18.0,7.0,3.0,44.0,44.0,34.0,38.0,49.0,31.0,21.0,39.0
1019000,7.0,9.0,9.0,1.0,23.0,27.0,13.0,16.0,-0.0,15.0,17.0,20.0
1019147,26.0,43.0,9.0,9.0,38.0,51.0,35.0,62.0,4.0,43.0,38.0,41.0
1019175,19.0,70.0,19.0,1.0,76.0,75.0,73.0,74.0,0.0,72.0,41.0,65.0
1019256,36.0,38.0,1.0,1.0,83.0,46.0,42.0,43.0,28.0,55.0,45.0,39.0
1019296,9.0,8.0,2.0,2.0,20.0,24.0,11.0,11.0,6.0,17.0,15.0,14.0
1019368,85.0,44.0,30.0,1.0,54.0,41.0,17.0,46.0,122.0,41.0,32.0,38.0
1019383,6.0,8.0,2.0,1.0,29.0,25.0,10.0,10.0,10.0,14.0,18.0,15.0
1019518,15.0,21.0,6.0,2.0,42.0,53.0,38.0,40.0,7.0,51.0,31.0,40.0
1019662,17.0,13.0,3.0,1.0,29.0,33.0,13.0,37.0,36.0,26.0,30.0,22.0
1019776,7.0,5.0,1.0,1.0,13.0,22.0,6.0,12.0,0.0,13.0,12.0,12.0
1019865,23.0,13.0,1.0,13.0,40.0,43.0,15.0,36.0,-0.0,49.0,20.0,44.0
1019870,65.0,24.0,40.0,1.0,65.0,75.0,76.0,67.0,0.0,74.0,66.0,80.0
1020023,6.0,8.0,1.0,1.0,13.0,21.0,7.0,12.0,33.0,14.0,20.0,13.0
1020256,27.0,27.0,31.0,3.0,48.0,53.0,39.0,43.0,-0.0,40.0,9.0,84.0
1020398,4.0,4.0,1.0,1.0,10.0,11.0,7.0,11.0,11.0,8.0,8.0,9.0
1020408,16.0,15.0,3.0,2.0,34.0,39.0,30.0,40.0,-0.0,31.0,28.0,36.0
1020450,9.0,6.0,2.0,1.0,12.0,22.0,8.0,17.0,0.0,13.0,16.0,13.0
1020650,4.0,5.0,1.0,1.0,11.0,17.0,5.0,8.0,9.0,9.0,15.0,9.0
1020765,13.0,67.0,3.0,3.0,77.0,55.0,41.0,73.0,22.0,49.0,30.0,54.0
1020875,4.0,7.0,1.0,1.0,20.0,25.0,10.0,17.0,1.0,17.0,15.0,19.0
1020943,8.0,14.0,2.0,1.0,44.0,67.0,85.0,40.0,3.0,46.0,29.0,64.0
1021007,8.0,4.0,1.0,2.0,12.0,13.0,5.0,11.0,2.0,11.0,12.0,11.0
1021111,59.0,29.0,1.0,-0.0,31.0,39.0,34.0,38.0,33.0,30.0,31.0,24.0
1021237,37.0,41.0,18.0,18.0,37.0,42.0,18.0,38.0,3.0,28.0,12.0,36.0
1021312,3.0,3.0,2.0,-0.0,14.0,21.0,19.0,19.0,-0.0,10.0,23.0,22.0
1021356,3.0,6.0,1.0,18.0,8.0,23.0,6.0,15.0,10.0,15.0,26.0,19.0
1021501,11.0,15.0,3.0,2.0,32.0,32.0,23.0,28.0,0.0,22.0,19.0,29.0
1021504,9.0,16.0,2.0,0.0,14.0,23.0,7.0,20.0,19.0,14.0,8.0,17.0
1021630,3.0,3.0,1.0,1.0,6.0,10.0,3.0,4.0,-0.0,5.0,7.0,5.0
1021680,33.0,16.0,4.0,4.0,29.0,40.0,22.0,32.0,223.0,26.0,69.0,22.0
1021703,3.0,3.0,1.0,1.0,7.0,11.0,3.0,5.0,-0.0,6.0,8.0,6.0
1021736,3.0,4.0,2.0,1.0,12.0,14.0,6.0,5.0,0.0,8.0,15.0,12.0
1021773,13.0,36.0,24.0,3.0,41.0,65.0,60.0,52.0,1.0,40.0,36.0,74.0
1021821,20.0,14.0,2.0,3.0,31.0,27.0,11.0,37.0,11.0,28.0,8.0,16.0
1021825,13.0,10.0,2.0,1.0,15.0,24.0,14.0,34.0,13.0,11.0,13.0,17.0
1022097,5.0,4.0,1.0,1.0,14.0,24.0,14.0,28.0,14.0,11.0,10.0,20.0
1022200,14.0,10.0,2.0,2.0,15.0,22.0,10.0,21.0,2.0,16.0,17.0,18.0
1022262,75.0,37.0,65.0,1.0,76.0,81.0,87.0,81.0,-0.0,83.0,42.0,80.0
1022671,20.0,25.0,3.0,2.0,19.0,52.0,49.0,69.0,-0.0,30.0,23.0,35.0
1022758,42.0,44.0,1.0,1.0,15.0,39.0,38.0,53.0,18.0,16.0,30.0,36.0
1022878,17.0,14.0,19.0,2.0,26.0,42.0,24.0,26.0,2.0,26.0,15.0,31.0
1022904,7.0,4.0,1.0,1.0,21.0,20.0,12.0,13.0,-0.0,14.0,11.0,18.0
1022946,52.0,35.0,12.0,3.0,52.0,56.0,60.0,61.0,42.0,48.0,35.0,66.0
1023162,8.0,6.0,1.0,1.0,45.0,17.0,10.0,16.0,-0.0,10.0,10.0,16.0
1023280,11.0,8.0,3.0,1.0,16.0,16.0,10.0,16.0,48.0,15.0,14.0,12.0
1023304,22.0,33.0,3.0,2.0,36.0,37.0,37.0,47.0,6.0,15.0,35.0,36.0
1023368,24.0,33.0,6.0,14.0,27.0,57.0,39.0,51.0,29.0,37.0,40.0,39.0
1023463,24.0,11.0,2.0,3.0,59.0,41.0,38.0,28.0,-0.0,39.0,18.0,23.0
1023785,2.0,5.0,1.0,1.0,6.0,12.0,3.0,6.0,17.0,7.0,11.0,6.0
1024044,32.0,16.0,3.0,2.0,29.0,44.0,23.0,42.0,16.0,32.0,24.0,34.0
1024069,4.0,1.0,1.0,2.0,10.0,16.0,4.0,6.0,0.0,6.0,13.0,9.0
1024121,28.0,12.0,1.0,0.0,21.0,30.0,16.0,22.0,7.0,24.0,9.0,19.0
1024144,14.0,5.0,1.0,1.0,31.0,28.0,7.0,16.0,11.0,10.0,26.0,25.0
1024158,4.0,6.0,1.0,0.0,24.0,34.0,5.0,19.0,88.0,17.0,52.0,20.0
1024187,4.0,4.0,1.0,1.0,50.0,31.0,16.0,18.0,0.0,22.0,15.0,46.0
1024266,9.0,6.0,2.0,3.0,14.0,25.0,12.0,13.0,8.0,18.0,26.0,18.0
1024381,19.0,15.0,4.0,1.0,24.0,34.0,26.0,39.0,16.0,26.0,24.0,26.0
1024383,26.0,42.0,20.0,-0.0,48.0,48.0,46.0,77.0,24.0,46.0,19.0,53.0
1024463,9.0,16.0,4.0,2.0,35.0,40.0,23.0,38.0,4.0,26.0,18.0,35.0
1024477,6.0,7.0,1.0,5.0,28.0,36.0,19.0,11.0,0.0,26.0,21.0,26.0
1024519,32.0,3.0,-1.0,-0.0,31.0,40.0,7.0,12.0,12.0,28.0,36.0,29.0
1024686,4.0,4.0,1.0,1.0,12.0,15.0,6.0,6.0,-0.0,8.0,11.0,9.0
1024696,33.0,18.0,6.0,4.0,24.0,67.0,46.0,52.0,0.0,42.0,58.0,48.0
1024784,15.0,12.0,1.0,2.0,16.0,28.0,9.0,22.0,4.0,20.0,21.0,21.0
1024847,26.0,64.0,4.0,0.0,40.0,48.0,55.0,46.0,38.0,34.0,19.0,38.0
1024854,4.0,4.0,2.0,1.0,12.0,16.0,6.0,6.0,-0.0,9.0,12.0,10.0
1024893,25.0,17.0,2.0,3.0,25.0,39.0,29.0,49.0,12.0,39.0,30.0,28.0
1025183,4.0,5.0,1.0,1.0,10.0,17.0,6.0,6.0,21.0,9.0,16.0,9.0
1025196,1.0,1.0,0.0,-0.0,20.0,21.0,2.0,3.0,12.0,3.0,4.0,6.0
1025197,40.0,10.0,1.0,0.0,74.0,49.0,2.0,47.0,29.0,46.0,4.0,39.0
1025292,9.0,83.0,91.0,4.0,13.0,86.0,86.0,95.0,7.0,80.0,82.0,51.0
1025422,7.0,7.0,1.0,1.0,14.0,18.0,9.0,12.0,-0.0,10.0,11.0,13.0
1025483,4.0,4.0,2.0,0.0,26.0,20.0,13.0,11.0,10.0,14.0,19.0,16.0
1025615,18.0,10.0,1.0,2.0,34.0,33.0,20.0,21.0,1.0,23.0,22.0,24.0
1025769,1.0,7.0,0.0,0.0,6.0,3.0,7.0,13.0,11.0,6.0,4.0,6.0
1025814,6.0,3.0,48.0,1.0,42.0,55.0,18.0,24.0,25.0,66.0,79.0,44.0
1025815,8.0,40.0,4.0,67.0,43.0,45.0,43.0,34.0,6.0,21.0,34.0,43.0
1025871,15.0,12.0,1.0,1.0,26.0,24.0,19.0,15.0,10.0,26.0,19.0,19.0
1025901,32.0,9.0,1.0,-0.0,44.0,38.0,21.0,42.0,34.0,30.0,34.0,30.0
1026027,8.0,7.0,2.0,1.0,19.0,38.0,14.0,18.0,8.0,15.0,18.0,24.0
1026172,20.0,21.0,2.0,0.0,67.0,40.0,23.0,55.0,55.0,23.0,32.0,50.0
1026178,6.0,32.0,71.0,2.0,34.0,58.0,68.0,38.0,2.0,72.0,40.0,45.0
1026361,22.0,24.0,7.0,1.0,23.0,56.0,23.0,46.0,-0.0,52.0,23.0,28.0
1026432,18.0,24.0,2.0,2.0,41.0,40.0,26.0,35.0,-0.0,35.0,14.0,41.0
1026834,7.0,4.0,0.0,0.0,20.0,18.0,15.0,14.0,8.0,3.0,11.0,17.0
